Tagname,LC1,LC2,FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FI1,AI1FE,AI1ZN,AI1PB,AI2FE,AI2ZN,AI2PB,AI3FE,AI3ZN,AI3PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Sep-15 17:12:00,-41.0,-37.7,250.9,310.7,500.1,504.1,0.2,0.0,0.0,0.0,350.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Sep-15 17:22:00,-38.2,-34.6,251.1,297.3,500.5,498.4,0.2,0.0,0.0,0.0,380.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Sep-15 17:32:00,-39.5,-36.0,250.7,298.6,496.5,500.2,0.3,0.0,0.0,0.0,369.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Sep-15 17:42:00,-37.9,-31.0,250.9,302.4,498.8,503.1,1.9,0.0,0.0,0.0,402.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Sep-15 17:52:00,-46.3,-45.7,251.1,297.5,506.3,499.2,1.9,0.0,0.0,0.0,345.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Sep-15 18:02:00,-28.3,-7.4,250.8,298.9,497.6,502.7,2.0,0.2,0.0,0.0,496.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Sep-15 18:12:00,-41.3,-20.5,252.8,298.8,498.9,492.9,2.3,0.2,3.4,0.0,505.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Sep-15 18:22:00,-38.7,-18.2,249.6,298.7,496.8,496.9,5.1,0.5,3.5,0.0,520.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Sep-15 18:32:00,-39.9,-46.8,251.5,298.3,0.5,494.8,15.5,1.5,1.0,0.0,473.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Sep-15 18:42:00,-38.6,-35.5,250.4,311.3,0.3,497.5,15.0,1.6,0.9,0.0,477.7,0.0,0.0,0.0,0.0,0.0,0.0,9.3,3.6,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Sep-15 18:52:00,-39.2,-32.9,250.6,301.7,497.8,507.8,15.0,1.6,0.9,0.0,482.2,14.0,11.5,1.5,0.0,0.0,0.0,8.6,3.7,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Sep-15 19:02:00,-35.2,-28.0,251.1,301.9,498.6,494.8,20.0,2.0,1.2,0.0,535.1,14.0,11.5,1.5,0.0,0.0,0.0,8.6,3.7,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Sep-15 19:12:00,-43.0,-36.4,251.6,302.0,503.5,503.0,19.9,2.0,1.2,0.0,558.8,14.0,11.5,1.5,0.0,0.0,0.0,9.2,3.8,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5255,1.50779,0,,3.67515,,,,1.14844,4,0,,24/09/2015 19:02,13.9615,11.8998,11.5255,10.8941,1.50779,1.5895,,60.7348,,3.97173,,14.6553
24-Sep-15 19:22:00,-39.3,-33.4,252.0,302.2,499.4,498.5,20.0,2.0,1.2,0.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,3.4,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5255,1.50779,0,,3.7959,,,,0.871094,4,0,,24/09/2015 19:12,13.9615,11.8998,11.5255,10.8941,1.50779,1.5895,,60.7348,,3.97173,,14.6553
24-Sep-15 19:32:00,-42.7,-38.7,251.8,302.4,500.5,500.5,20.0,2.2,1.4,0.0,544.6,13.2,10.4,1.2,0.0,0.0,0.0,9.7,3.4,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,3.44168,,,,0.683594,7,0,,24/09/2015 19:22,,13.6885,,11.3388,,1.55843,,42.6206,,7.94411,,14.9126
24-Sep-15 19:42:00,-38.1,-32.3,248.9,302.6,500.1,496.6,20.1,2.5,1.6,0.0,558.3,13.2,10.4,1.2,0.0,0.0,0.0,10.8,3.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4042,1.24999,0,,3.44168,,,,0.769531,4,0,,24/09/2015 19:32,13.2266,8.94759,10.4042,9.04059,1.24999,1.42595,,81.2844,,-0.646374,,13.3091
24-Sep-15 19:52:00,-37.3,-37.6,250.8,302.8,493.7,498.5,19.8,2.5,1.6,0.0,509.0,13.2,10.4,1.2,0.0,0.0,0.0,10.8,2.9,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4042,1.24999,0,,2.96558,,10.8209,,0.804688,3,0,,24/09/2015 19:42,13.2266,11.8155,10.4042,11.7936,1.24999,0.938358,,110.402,,-7.59644,10.8209,13.3091
24-Sep-15 20:02:00,-28.4,-10.9,252.3,303.0,504.5,492.6,20.0,2.5,1.6,0.0,649.0,13.5,10.5,1.3,0.0,0.0,0.0,12.2,2.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4042,1.24999,0,,2.8919,,10.8209,,0.804688,3,0,,24/09/2015 19:52,13.2266,11.8155,10.4042,11.7936,1.24999,0.938358,,110.402,,-7.59644,10.8209,13.3091
24-Sep-15 20:12:00,-48.3,-47.4,247.7,301.7,498.2,500.1,24.9,3.0,1.6,0.0,588.7,13.5,10.5,1.3,0.0,0.0,0.0,11.7,3.6,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4756,1.30468,0,,2.75716,,12.1674,,0.835938,3,0,,24/09/2015 20:02,13.4733,12.2331,10.4756,11.6967,1.30468,1.03079,,102.761,,-5.77397,12.1674,14.3543
24-Sep-15 20:22:00,-39.1,-39.3,248.0,300.5,498.8,500.1,24.9,2.9,1.7,0.0,571.1,13.5,10.5,1.3,0.0,0.0,0.0,12.1,3.6,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4756,1.30468,0,,3.55906,,11.6635,,0.875,3,0,,24/09/2015 20:12,13.4733,12.1757,10.4756,11.7532,1.30468,1.0181,,101.888,,-5.56649,11.6635,13.9517
24-Sep-15 20:32:00,-42.4,-38.9,248.3,299.3,498.2,504.6,24.8,2.9,1.7,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,3.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4756,1.30468,0,,3.55906,,12.0869,,0.875,3,0,,24/09/2015 20:22,13.4733,12.267,10.4756,11.6633,1.30468,1.03828,,98.9749,,-4.87142,12.0869,14.214
24-Sep-15 20:42:00,-39.3,-33.8,248.7,298.7,500.7,500.2,32.3,3.5,2.0,0.0,577.7,13.6,9.9,1.2,0.0,0.0,0.0,13.4,3.2,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.10109,,3.75814,,12.7965,,0.832031,6,0,,24/09/2015 20:32,,12.1012,,10.5495,,1.41826,,41.3692,,7.58396,12.7965,13.7394
24-Sep-15 20:52:00,-39.3,-35.6,249.0,298.7,499.0,498.8,32.0,3.5,2.1,0.0,573.7,13.6,9.9,1.2,0.0,0.0,0.0,12.9,3.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.86363,1.21094,2.10109,,3.18655,,13.4417,,0.871094,3,0,,24/09/2015 20:42,13.5507,12.61,9.86363,10.7898,1.21094,1.00319,,96.871,,-4.03513,13.4417,15.1004
24-Sep-15 21:02:00,-42.7,-40.3,249.3,298.7,501.8,498.8,32.2,3.5,2.1,0.0,542.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,3.1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.86363,1.21094,2.10109,,3.1353,,12.9166,,0.902344,3,0,,24/09/2015 20:52,13.5507,12.6209,9.86363,10.7791,1.21094,1.0056,,96.6462,,-3.98149,12.9166,14.5561
24-Sep-15 21:12:00,-39.4,-33.4,249.5,298.7,500.7,502.8,31.7,3.6,2.1,0.0,553.2,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000256497,,3.1353,,13.3079,,0.847656,6,0,,24/09/2015 21:02,,12.2279,,9.92174,,1.33649,,42.0558,,7.74961,13.3079,14.1231
24-Sep-15 21:22:00,-39.2,-35.1,249.8,298.7,499.0,493.1,31.5,3.5,2.1,0.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,3.2,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000256497,,3.18045,,13.9522,,0.847656,6,0,,24/09/2015 21:12,,12.413,,9.84719,,1.33209,,42.3264,,7.82347,13.9522,14.633
24-Sep-15 21:32:00,-39.1,-32.3,250.1,298.7,501.0,497.4,31.5,3.5,2.1,0.0,562.3,0.0,0.0,0.0,0.0,0.0,0.0,13.7,3.2,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000256497,,3.235,,13.4583,,0.929688,6,0,,24/09/2015 21:22,,12.398,,9.85325,,1.33245,,42.3044,,7.81746,13.4583,14.1501
24-Sep-15 21:42:00,-39.0,-36.9,250.3,298.7,497.0,495.8,32.2,3.5,2.1,2.9,561.5,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000256497,,3.15366,,13.6867,,0.867188,6,0,,24/09/2015 21:32,,12.4402,,9.83625,,1.33144,,42.3661,,7.83431,13.6867,14.3478
24-Sep-15 21:52:00,-39.6,-35.7,250.5,298.7,502.2,505.4,31.9,3.5,2.1,2.9,560.2,0.0,0.0,0.0,0.0,0.0,0.0,14.1,3.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000256497,,3.05607,,14.9664,,0.867188,6,0,,24/09/2015 21:42,,12.7401,,9.71545,,1.32431,,42.8046,,7.95399,14.9664,15.4098
24-Sep-15 22:02:00,-41.2,-34.0,250.5,298.7,501.3,503.5,32.1,3.5,2.1,2.9,553.9,0.0,0.0,0.0,0.0,0.0,0.0,14.2,3.2,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000256497,,3.3297,,14.1096,,0.957031,6,0,,24/09/2015 21:52,,12.7034,,9.73023,,1.32519,,42.7509,,7.93934,14.1096,14.5796
24-Sep-15 22:12:00,-39.5,-36.5,250.5,298.7,498.6,496.2,31.8,3.5,2.1,3.0,535.9,0.0,0.0,0.0,0.0,0.0,0.0,14.8,3.2,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000256497,,3.1529,,14.171,,0.890625,6,0,,24/09/2015 22:02,,12.6984,,9.73224,,1.3253,,42.7436,,7.93736,14.171,14.6446
24-Sep-15 22:22:00,-40.2,-35.2,250.1,298.9,503.1,500.1,31.9,3.5,2.1,3.0,548.7,0.0,0.0,0.0,0.0,0.0,0.0,14.8,3.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000256497,,3.21074,,14.8365,,0.890625,6,0,,24/09/2015 22:12,,12.8409,,9.67484,,1.32192,,42.9519,,7.99422,14.8365,15.2067
24-Sep-15 22:32:00,-39.9,-35.5,249.7,299.0,497.2,496.6,32.1,3.5,2.1,3.0,541.1,0.0,0.0,0.0,0.0,0.0,0.0,14.5,3.3,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000256497,,3.36111,,14.8365,,0.960938,6,0,,24/09/2015 22:22,,12.9122,,9.64615,,1.32022,,43.0561,,8.02265,14.8365,15.155
24-Sep-15 22:42:00,-39.5,-33.7,249.3,299.2,500.1,502.5,32.1,3.5,2.1,3.0,547.7,0.0,0.0,0.0,0.0,0.0,0.0,14.6,3.3,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000256497,,3.26062,,14.533,,0.925781,6,0,,24/09/2015 22:32,,12.8817,,9.65843,,1.32095,,43.0115,,8.01048,14.533,14.8736
24-Sep-15 22:52:00,-41.3,-37.1,248.9,299.4,498.0,493.5,32.1,3.5,2.1,3.0,534.7,0.0,0.0,0.0,0.0,0.0,0.0,15.5,3.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000256497,,3.26062,,14.5895,,0.925781,6,0,,24/09/2015 22:42,,12.8788,,9.65961,,1.32102,,43.0072,,8.00931,14.5895,14.9322
24-Sep-15 23:02:00,-37.5,-33.5,248.5,299.5,496.5,496.7,32.3,3.5,2.1,3.0,540.6,22.5,21.8,2.1,0.0,0.0,0.0,15.7,3.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000256497,,3.5216,,15.5462,,1.01563,6,0,,24/09/2015 22:52,,13.0857,,9.57626,,1.3161,,43.3098,,8.0919,15.5462,15.7387
24-Sep-15 23:12:00,-40.3,-35.9,248.1,299.7,502.8,501.3,32.2,3.5,2.1,3.0,546.0,22.5,21.8,2.1,0.0,0.0,0.0,15.0,3.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000256497,,3.5216,,15.7068,,1.01563,6,0,,24/09/2015 23:02,,13.2242,,9.52049,,1.3128,,43.5122,,8.14715,15.7068,15.7987
24-Sep-15 23:22:00,-39.0,-32.1,248.3,299.8,497.4,500.5,32.1,3.9,2.3,4.2,552.7,22.5,21.8,2.1,0.0,0.0,0.0,15.8,3.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000256497,,3.19056,,14.9553,,0.972656,6,0,,24/09/2015 23:12,,13.1297,,9.55854,,1.31505,,43.3741,,8.10945,14.9553,15.1158
24-Sep-15 23:32:00,-41.4,-35.2,249.5,300.0,503.1,500.4,32.1,3.9,2.3,4.1,552.1,13.8,9.3,1.3,0.0,0.0,0.0,15.7,3.5,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000256497,,3.43493,,15.7758,,1.03125,6,0,,24/09/2015 23:22,,13.2612,,9.50557,,1.31192,,43.5663,,8.16193,15.7758,15.8409
24-Sep-15 23:42:00,-41.3,-36.9,250.4,300.2,499.7,500.0,32.1,3.9,2.4,4.2,534.2,13.8,9.3,1.3,7.5,36.8,2.3,14.8,3.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.30272,1.28063,9.85588,,3.48962,,15.7149,,1.05469,3,0,,24/09/2015 23:32,13.8447,13.2652,9.30272,9.87331,1.28063,1.15265,,61.0588,,4.47906,15.7149,16.7368
24-Sep-15 23:52:00,-39.0,-33.0,250.4,300.3,501.8,495.9,31.9,3.9,2.4,4.2,545.1,13.8,9.3,1.3,8.6,42.1,2.6,16.1,3.7,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.30272,1.28063,9.85588,36.8318,3.4267,7.50565,14.8174,2.25586,0.992188,0,0,,24/09/2015 23:42,13.8447,12.7065,9.30272,10.4629,1.28063,1.42703,36.8318,46.8498,7.50565,9.62201,14.8174,13.7567
25-Sep-15 00:02:00,-38.8,-34.4,250.1,300.5,502.6,497.1,31.8,3.9,2.4,4.2,549.9,13.9,9.3,1.3,8.6,42.4,2.4,16.5,3.6,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.30272,1.28063,9.85588,42.0935,3.65808,8.57788,16.1161,2.57813,1.08594,0,0,,24/09/2015 23:52,13.8447,13.0696,9.30272,9.94773,1.28063,1.37862,42.0935,47.5078,8.57788,9.70706,16.1161,15.7883
25-Sep-15 00:12:00,-41.5,-38.4,248.2,300.6,496.7,499.6,35.9,4.3,2.6,4.2,517.9,13.9,9.3,1.3,8.7,42.1,2.4,15.3,3.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.30118,1.26562,9.51384,42.4191,3.62168,8.57788,16.4844,2.40625,1.08594,0,0,,25/09/2015 00:02,13.8985,13.3556,9.30118,9.60909,1.26562,1.34484,42.4191,45.6026,8.57788,9.23081,16.4844,16.4175
